"Group","Units","Indicator","YYYY-MM","value"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-09","5.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-10","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-11","6"
"Oahu visitors","percent","Accom: Timeshare (%)","2019-12","4.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-01","5.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-02","5"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-03","4.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-04","0.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-05","0.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-06","0.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-07","0.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-08","0.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-09","0.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-10","6.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-11","8.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2020-12","6.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-01","8.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-02","7.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-03","7.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-04","7.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-05","6.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-06","6.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-07","6.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-08","6"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-09","6.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-10","7.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-11","7.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2021-12","5.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-01","6.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-02","5.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-03","5.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-04","5.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-05","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-06","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-07","6.1"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-08","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-09","6"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-10","6.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-11","6.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2022-12","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-01","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-02","5.6"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-03","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-04","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-05","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-06","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-07","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-08","5.8"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-09","6.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-10","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-11","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2023-12","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-01","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-02","5.4"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-03","5.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-04","5.3"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-05","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-06","6"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-07","5"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-08","5.2"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-09","5.7"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-10","5.5"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-11","5.9"
"Oahu visitors","percent","Accom: Timeshare (%)","2024-12","5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-01","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-02","3.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-03","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-04","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-05","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-06","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-07","4.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-08","4.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-09","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-10","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-11","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2015-12","3.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-01","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-02","3.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-03","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-04","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-05","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-06","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-07","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-08","4.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-09","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-10","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-11","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2016-12","3.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-01","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-02","3.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-03","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-04","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-05","4.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-06","4.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-07","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-08","4.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-09","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-10","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-11","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2017-12","3.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-01","3.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-02","3.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-03","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-04","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-05","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-06","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-07","3.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-08","3.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-09","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-10","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-11","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2018-12","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-01","3.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-02","3.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-03","3.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-04","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-05","4.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-06","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-07","3.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-08","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-09","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-10","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-11","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2019-12","3.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-01","3.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-02","3.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-03","3.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-04","0.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-05","0.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-06","0.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-07","0.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-08","0.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-09","0.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-10","5.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-11","6.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2020-12","5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-01","6.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-02","6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-03","5.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-04","5.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-05","5.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-06","4.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-07","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-08","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-09","5.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-10","5.6"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-11","5.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2021-12","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-01","4.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-02","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-03","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-04","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-05","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-06","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-07","4.2"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-08","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-09","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-10","4.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-11","4.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2022-12","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-01","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-02","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-03","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-04","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-05","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-06","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-07","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-08","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-09","4.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-10","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-11","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2023-12","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-01","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-02","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-03","4.3"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-04","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-05","3.9"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-06","4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-07","3.7"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-08","3.8"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-09","4.5"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-10","4.1"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-11","4.4"
"Oahu visitors","percent","Accom: Timeshare only (%)","2024-12","3.8"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2015-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2016-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2017-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2018-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2019-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2020-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2021-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2022-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2023-12","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-01","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-02","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-03","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-04","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-05","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-06","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-07","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-08","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-09","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-10","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-11","100"
"Oahu visitors","percent","ISL visit: Oahu (%)","2024-12","100"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-01","26.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-02","25.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-03","22.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-04","23.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-05","23.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-06","26"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-07","26.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-08","24.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-09","23.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-10","23.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-11","22.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2015-12","23.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-01","24.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-02","23.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-03","21.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-04","24"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-05","23.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-06","25.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-07","25.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-08","24.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-09","25.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-10","24.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-11","20.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2016-12","23.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-01","26.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-02","24.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-03","23.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-04","25"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-05","24.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-06","26.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-07","27.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-08","24.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-09","24.6"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-10","26.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-11","23.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2017-12","25.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-01","24.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-02","25.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-03","23.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-04","23.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-05","23.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-06","25.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-07","24.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-08","22.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-09","22.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-10","21.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-11","19.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2018-12","21.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-01","22.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-02","21.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-03","19.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-04","19.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-05","22.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-06","24"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-07","24"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-08","22.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-09","22.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-10","22.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-11","19.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2019-12","23.3"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-01","23.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-02","20.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-03","18.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-04","4.4"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-05","4.5"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-06","6.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-07","7.2"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-08","4.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-09","4.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-10","9.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-11","12.7"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2020-12","13.8"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-01","11.9"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-02","12.1"
"Oahu visitors","percent","ISL visit: Oahu & Neighbor ISL (%)","2021-03","13.5"
