"Group","Indicator","Units","YYYY-MM","value"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-02","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-03","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-04","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-05","0.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-06","1.4"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-07","0.8"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-08","1.5"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-09","0.7"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-10","1.2"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-11","0.9"
"Oahu visitors","Purpose: Sport events (%)","percent","2024-12","3.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-01","71.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-02","73"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-03","75"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-04","71.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-05","70.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-06","69.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-07","75.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-08","79"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-09","72.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-10","65.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-11","65.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2015-12","69.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-01","71.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-02","72"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-03","74.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-04","71.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-05","69"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-06","70"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-07","75.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-08","78.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-09","71.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-10","66.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-11","66.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2016-12","71.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-01","74.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-02","71.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-03","74.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-04","71.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-05","72.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-06","71.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-07","76.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-08","80.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-09","73.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-10","70.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-11","68.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2017-12","73.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-01","76.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-02","76"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-03","77.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-04","73.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-05","73"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-06","73"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-07","78.2"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-08","79.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-09","73.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-10","68.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-11","70.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2018-12","74.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-01","75.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-02","74.2"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-03","77.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-04","76.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-05","72.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-06","74.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-07","78.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-08","81.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-09","74.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-10","70.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-11","71.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2019-12","75.2"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-01","76.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-02","74.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-03","75.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-04","6.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-05","7.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-06","11.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-07","14"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-08","11.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-09","11.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-10","48.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-11","62.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2020-12","65.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-01","65.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-02","72.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-03","78.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-04","78.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-05","78.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-06","81.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-07","82.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-08","80.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-09","75"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-10","75"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-11","76.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2021-12","76.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-01","75.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-02","79.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-03","79.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-04","79.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-05","75"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-06","78.8"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-07","79.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-08","78.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-09","74.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-10","72.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-11","73.1"
"Oahu visitors","Purpose: Vacation (%)","percent","2022-12","74.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-01","74.5"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-02","77.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-03","77.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-04","76.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-05","74.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-06","76.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-07","78.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-08","78.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-09","74.9"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-10","69.2"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-11","72.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2023-12","74.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-01","74.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-02","75.7"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-03","78"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-04","75.2"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-05","72.6"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-06","75.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-07","78.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-08","78.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-09","75.3"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-10","73.2"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-11","73.4"
"Oahu visitors","Purpose: Vacation (%)","percent","2024-12","76.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-01","8.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-02","8.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-03","9.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-04","9.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-05","9.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-06","10.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-07","9.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-08","8.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-09","7.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-10","8.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-11","9.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2015-12","11.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-01","8.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-02","9.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-03","9.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-04","8.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-05","10.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-06","9.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-07","10"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-08","8.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-09","7.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-10","7.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-11","8.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2016-12","11.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-01","8.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-02","8.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-03","9.2"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-04","8.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-05","10.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-06","9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-07","9.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-08","8.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-09","7.2"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-10","8.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-11","8.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2017-12","11"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-01","8.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-02","8.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-03","8.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-04","8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-05","9.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-06","9.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-07","9.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-08","8.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-09","8.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-10","8.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-11","9.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2018-12","12.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-01","8.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-02","8.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-03","9.2"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-04","9.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-05","10.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-06","9.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-07","10"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-08","8.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-09","8.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-10","8.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-11","9.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2019-12","11.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-01","8.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-02","9.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-03","13.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-04","32.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-05","52.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-06","58.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-07","52.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-08","39.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-09","43"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-10","35.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-11","30.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2020-12","31.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-01","22.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-02","21.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-03","18.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-04","17.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-05","17.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-06","15.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-07","15"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-08","13.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-09","15.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-10","16.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-11","16.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2021-12","19.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-01","14.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-02","14.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-03","13.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-04","12.2"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-05","13.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-06","12.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-07","13.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-08","11.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-09","10.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-10","11.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-11","12.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2022-12","14.9"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-01","12.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-02","12.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-03","11.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-04","11.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-05","13.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-06","12.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-07","12.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-08","11.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-09","10.5"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-10","11.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-11","12.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2023-12","14.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-01","11.6"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-02","11.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-03","11.7"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-04","11.2"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-05","13.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-06","11.4"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-07","12.2"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-08","11.1"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-09","9.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-10","11.3"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-11","12.8"
"Oahu visitors","Purpose: Visit Friends/Relative (%)","percent","2024-12","13.3"
